id,name,brand,is_clone,clone_of,notes,raw_image_url,clean_image_url,price_history,status
251,english-pear-freesia,jo-malone-london,False,,"pear, melon, freesia, rose, musk, patchouli, rhuburb, amber",https://fimgs.net/images/perfume/nd.10314.jpg,,,
252,daisy-eau-so-fresh,marc-jacobs,False,,"green notes, raspberry, pear, grapefruit, violet, litchi, apple blossom, rose, jasmine, musk, plum, virginia cedar",https://fimgs.net/images/perfume/nd.10858.jpg,,,
253,paloma-picasso,paloma-picasso,False,,"carnation, coriander, rose, angelica, neroli, bergamot, amalfi lemon, patchouli, hyacinth, jasmine, ylang-ylang, mimosa, oak moss, civetta, castoreum, vetiver, sandalwood, musk, amber",https://fimgs.net/images/perfume/nd.1009.jpg,,,
254,ck-one-shock-for-him,calvin-klein,False,,"lavender, clementine, cucumber, cardamom, pepper, basil, osmanthus, tobacco, amber, patchouli, woodsy notes, musk",https://fimgs.net/images/perfume/nd.12520.jpg,,,
255,amethyst,lalique,False,,"black currant, blackberry, blueberry, mulberry, big strawberry, pepper, peony, rose, ylang-ylang, musk, woody notes, bourbon vanilla",https://fimgs.net/images/perfume/nd.1835.jpg,,,
256,dior-homme,dior,False,,"lavender, bergamot, sage, iris, cacao, amber, leather, vetiver, patchouli",https://fimgs.net/images/perfume/nd.13015.jpg,,,
257,erba-pura,xerjoff,False,,"sicilian orange, calabrian bergamot, sicilian lemon, fruits, white musk, madagascar vanilla, amber",https://fimgs.net/images/perfume/nd.55157.jpg,,,
258,light-blue-pour-homme,dolce-gabbana,False,,"grapefruit, bergamot, sicilian mandarin, juniper, pepper, rosemary, brazilian rosewood, musk, incense, oakmoss",https://fimgs.net/images/perfume/nd.1068.jpg,,,
259,florabotanica,balenciaga,False,,"mint, rose, carnation, cannabis, vetiver, amber",https://fimgs.net/images/perfume/nd.15512.jpg,,,
260,212-sexy,carolina-herrera,False,,"pink pepper, mandarin orange, bergamot, cotton candy, gardenia, flowers, pelargonium, rose, vanilla, musk, sandalwood, caramel, violet, patchouli",https://fimgs.net/images/perfume/nd.306.jpg,,,
261,agent-provocateur,agent-provocateur,False,,"indian saffron, magnolia, moroccan rose, vetiver, egyptian jasmine, gardenia, musk, cedar, amber",https://fimgs.net/images/perfume/nd.205.jpg,,,
262,la-belle,jean-paul-gaultier,False,,"pear, bergamot, floral notes, leather, vanilla, vetiver, amber, musk",https://fimgs.net/images/perfume/nd.55786.jpg,,,
263,dior-homme-2020,dior,False,,"bergamot, pink pepper, elemi, atlas cedar, cashmere wood, patchouli, iso e super, haitian vetiver, white musk",https://fimgs.net/images/perfume/nd.58714.jpg,,,
264,memoire-d-une-odeur,gucci,False,,"chamomile, bitter almond, musk, indian jasmine, jasmine, sandalwood, cedar, vanilla",https://fimgs.net/images/perfume/nd.56096.jpg,,,
265,l-air-du-temps,nina-ricci,False,,"carnation, aldehydes, rose, neroli, brazilian rosewood, peach, bergamot, cloves, gardenia, jasmine, ylang-ylang, violet, orris root, rosemary, orchid, spices, iris, oakmoss, musk, sandalwood, benzoin, amber, vetiver, cedar",https://fimgs.net/images/perfume/nd.1014.jpg,,,
266,laguna,salvador-dali,False,,"pineapple, moroccan lemon, grapefruit, galbanum leaf, peach, plum, mandarin orange, raspberry, italian iris, brazilian rosewood, jasmine, lily-of-the-valley, egyptian rose, coconut, vanilla, madagascar sandalwood, tonka bean, musk, patchouli, amber, cedar",https://fimgs.net/images/perfume/nd.768.jpg,,,
267,ani,nishane,False,,"ginger, bergamot, pink pepper, green notes, cardamom, black currant, turkish rose, vanilla, benzoin, sandalwood, cedar, patchouli, ambergris, musk",https://fimgs.net/images/perfume/nd.54785.jpg,,,
268,valentino-donna-born-in-roma,valentino,False,,"black currant, pink pepper, bergamot, jasmine, jasmine sambac, jasmine tea, bourbon vanilla, cashmeran, guaiac wood",https://fimgs.net/images/perfume/nd.55805.jpg,,,
269,legend,montblanc,False,,"lavender, pineapple, bergamot, lemon verbena, red apple, dried fruits, oak moss, geranium, coumarin, rose, tonka bean, sandalwood",https://fimgs.net/images/perfume/nd.11784.jpg,,,
270,perles-de-lalique,lalique,False,,"rose, pepper, iris, powdery notes, patchouli, oakmoss, vetiver, orris root, cashmirwood",https://fimgs.net/images/perfume/nd.1833.jpg,,,
271,parisienne,yves-saint-laurent,False,,"blackberry, cranberry, vinyl, damask rose, violet, peony, musk, sandalwood, vetyver, patchouli",https://fimgs.net/images/perfume/nd.6493.jpg,,,
272,acqua-di-parma-blu-mediterraneo-fico-di-amalfi,acqua-di-parma,False,,"grapefruit, bergamot, citron, lemon, fig nectar, jasmine, pink pepper, fig tree, cedar, benzoin",https://fimgs.net/images/perfume/nd.1687.jpg,,,
273,very-irresistible,givenchy,False,,"cassia, lemon verbena, star anise, rose, peony, magnolia, taif rose, musk, vanilla, patchouli",https://fimgs.net/images/perfume/nd.33.jpg,,,
274,allure-homme,chanel,False,,"lemon, peach, ginger, mandarin orange, lavender, bergamot, pepper, cedar, patchouli, vetiver, brazilian rosewood, rose, jasmine, gardenia, freesia, anise, vanilla, tonka bean, sandalwood, coconut, amber, benzoin, musk, leather, oakmoss",https://fimgs.net/images/perfume/nd.523.jpg,,,
275,alien-essence-absolue,mugler,False,,"jasmine, cashmere wood, orris root, vanilla pod, white amber, myrrh, incense",https://fimgs.net/images/perfume/nd.15452.jpg,,,
276,yellow-diamond,versace,False,,"amalfi lemon, pear, bergamot, neroli, mimosa, freesia, water lily, african orange flower, musk, guaiac wood, amber",https://fimgs.net/images/perfume/nd.13064.jpg,,,
277,chanel-n05-eau-premiere,chanel,False,,"aldehydes, ylang-ylang, neroli, jasmine, tincture of rose, vanille, sandalwood, vetyver",https://fimgs.net/images/perfume/nd.1360.jpg,,,
278,la-panthere,cartier,False,,"dried fruits, rhubarb, big strawberry, anise, bergamot, gardenia, rose, ylang-ylang, pear, orange blossom, oakmoss, musk, patchouli, leather",https://fimgs.net/images/perfume/nd.23295.jpg,,,
279,princess,vera-wang,False,,"water lily, apricot, apple, mandarin orange, dark chocolate, guava, tiare flower, tuberose, vanilla, amber, woodsy notes",https://fimgs.net/images/perfume/nd.1596.jpg,,,
280,aromatics-elixir,clinique,False,,"chamomile, aldehydes, clary sage, coriander, geranium, lemon verbena, brazilian rosewood, bergamot, carnation, rose, ylang-ylang, orris root, jasmine, tuberose, orange blossom, oakmoss, patchouli, incense, vetiver, sandalwood, musk",https://fimgs.net/images/perfume/nd.371.jpg,,,
281,chanel-no-19-eau-de-parfum,chanel,False,,"green notes, bergamot, neroli, iris, rose, narcissus, lily-of-the-valley, ylang-ylang, oak moss, vetiver, leather, sandalwood",https://fimgs.net/images/perfume/nd.12345.jpg,,,
282,lalique-le-parfum,lalique,False,,"west indian bay, pink pepper, bergamot, heliotrope, almond, jasmine, vanilla, tonka bean, sandalwood, patchouli",https://fimgs.net/images/perfume/nd.1840.jpg,,,
283,wanted-by-night,azzaro,False,,"cinnamon, mandarin orange, lavender, lemon, fruity notes, incense, cumin, red cedar, tobacco, vanilla, cedar, leather, benzoin, iso e super, cypress, patchouli",https://fimgs.net/images/perfume/nd.49144.jpg,,,
284,elle,yves-saint-laurent,False,,"litchi, peony, amalfi lemon, pink pepper, rose, jasmine, freesia, patchouli, vetiver, cedar, ambrette (musk mallow)",https://fimgs.net/images/perfume/nd.1574.jpg,,,
285,premier-jour,nina-ricci,False,,"sweet pea, mandarin orange, gardenia, orchid, musk, sandalwood, woodsy notes, vanilla",https://fimgs.net/images/perfume/nd.520.jpg,,,
286,mojave-ghost,byredo,False,,"sapodilla, ambrette (musk mallow), magnolia, violet, sandalwood, ambergris, cedar",https://fimgs.net/images/perfume/nd.27040.jpg,,,
287,luna-rossa-carbon,prada,False,,"bergamot, pepper, lavender, metallic notes, watery notes, coal, soil tincture, ambroxan, patchouli",https://fimgs.net/images/perfume/nd.43402.jpg,,,
288,drakkar-noir,guy-laroche,False,,"lavender, lemon, bergamot, rosemary, mint, lemon verbena, basil, artemisia, juniper, coriander, cinnamon, carnation, wormwood, angelica, jasmine, oakmoss, pine tree needles, leather, fir, sandalwood, vetiver, patchouli, cedar, amber, resins",https://fimgs.net/images/perfume/nd.2069.jpg,,,
289,soleil-blanc,tom-ford,False,,"pistachio, bergamot, cardamom, pink pepper, tuberose, ylang-ylang, jasmine, coconut, amber, tonka bean, benzoin",https://fimgs.net/images/perfume/nd.34893.jpg,,,
290,encre-noire-a-l-extreme,lalique,False,,"cypress, elemi resin, bergamot, haitian vetiver, vetiver, incense, orris, benzoin, sandalwood, patchouli",https://fimgs.net/images/perfume/nd.32356.jpg,,,
291,ricci-ricci,nina-ricci,False,,"rhuburb, bergamot, datura, tuberose, tincture of rose, patchouli, sandalwood",https://fimgs.net/images/perfume/nd.6382.jpg,,,
292,twilly-d-hermes,hermes,False,,"ginger, bitter orange, bergamot, tuberose, orange blossom, jasmine, sandalwood, vanilla",https://fimgs.net/images/perfume/nd.46145.jpg,,,
293,good-girl-gone-bad,by-kilian,False,,"osmanthus, jasmine, may rose, indian tuberose, narcissus, amber, cedar",https://fimgs.net/images/perfume/nd.15924.jpg,,,
294,chanel-no-5-l-eau,chanel,False,,"aldehydes, lemon, neroli, mandarin orange, bergamot, orange, lime, ylang-ylang, jasmine, may rose, white musk, orris root, cedar, vanila",https://fimgs.net/images/perfume/nd.38543.jpg,,,
295,azzaro-pour-homme,azzaro,False,,"lavender, lemon, caraway, basil, bergamot, clary sage, iris, star anise, vetiver, sandalwood, patchouli, cedar, juniper berries, cardamom, oakmoss, leather, amber, musk, tonka bean",https://fimgs.net/images/perfume/nd.829.jpg,,,
296,tresor-in-love,lancome,False,,"nectarine, pear, pink pepper, bergamot, taif rose, peach, violet, jasmine, musk, virginia cedar",https://fimgs.net/images/perfume/nd.8019.jpg,,,
297,black,bvlgari,False,,"green tea, bergamot, rose, sandalwood, cedar, jasmine, leather, vanilla, amber, musk, oakmoss",https://fimgs.net/images/perfume/nd.154.jpg,,,
298,far-away,avon,False,,"coconut, ylang-ylang, peach, karo karounde, orange, jasmine, gardenia, violet, freesia, osmanthus, rose, vanilla, sandalwood, amber, musk",https://fimgs.net/images/perfume/nd.4908.jpg,,,
299,beach-walk,maison-martin-margiela,False,,"bergamot, lemon, pink pepper, ylang-ylang, coconut milk, heliotrope, musk, benzoin, cedar",https://fimgs.net/images/perfume/nd.15261.jpg,,,
300,l-instant-magic,guerlain,False,,"anise, bergamot, lemon, violet, mimosa, rose, freesia, carnation, iris, almond, vanilla, white musk, sandalwood, cedar",https://fimgs.net/images/perfume/nd.1106.jpg,,,
301,instant-crush,mancera,False,,"saffron, ginger, sicilian mandarin, sicilian bergamot, amberwood, moroccan rose, egyptian jasmine, indonesian patchouli leaf, madagascar vanilla, white musk, sandalwood, oakmoss",https://fimgs.net/images/perfume/nd.54885.jpg,,,
302,allure,chanel,False,,"lemon, mandarin orange, peach, passionfruit, bergamot, honeysuckle, jasmine, magnolia, freesia, water lily, orange blossom, peony, may rose, vanilla, sandalwood, amber, vetiver, patchouli",https://fimgs.net/images/perfume/nd.502.jpg,,,
303,brazilian-crush-cheirosa-62,sol-de-janeiro,False,,"pistachio, almond, heliotrope, jasmine, caramel, vanilla, salt, sandalwood",https://fimgs.net/images/perfume/nd.56062.jpg,,,
304,trussardi-donna-2011,trussardi,False,,"fruity notes, yuzu, amalfi lemon, jasmine, african orange flower, lotus, vanille, sandalwood, patchouli, virginia cedar",https://fimgs.net/images/perfume/nd.13066.jpg,,,
305,coco-mademoiselle-eau-de-toilette,chanel,False,,"orange, bergamot, grapefruit, litchi, rose, italian jasmine, patchouli, tahitian vetiver, bourbon vanilla, white musk",https://fimgs.net/images/perfume/nd.612.jpg,,,
306,dior-homme-cologne-2013,dior,False,,"calabrian bergamot, grapefruit blossom, musk",https://fimgs.net/images/perfume/nd.17256.jpg,,,
307,valentina,valentino,False,,"truffle, bergamot, strawberry, jasmine, tuberose, african orange flower, vanille, amber, virginia cedar",https://fimgs.net/images/perfume/nd.12770.jpg,,,
308,si-passione,giorgio-armani,False,,"pear, black currant, pink pepper, grapefruit, pineapple, rose, jasmine, heliotrope, vanilla, cedar, amberwood, patchouli",https://fimgs.net/images/perfume/nd.48002.jpg,,,
309,jubilation-xxv-man,amouage,False,,"blackberry, olibanum, orange, labdanum, coriander, tarragon, honey, guaiac wood, cinnamon, bay leaf, clove, rose, orchid, celery seeds, opoponax, agarwood (oud), myrrh, patchouli, cedar, ambergris, musk, immortelle, oakmoss",https://fimgs.net/images/perfume/nd.2366.jpg,,,
310,alien-goddess,mugler,False,,"coconut water, bergamot, jasmine, heliotrope, bourbon vanilla, cashmeran",https://fimgs.net/images/perfume/nd.68354.jpg,,,
311,sensuous,estee-lauder,False,,"lily, jasmine, magnolia, woodsy notes, amber, ylang-ylang, sandalwood, white honey, pepper, mandarin orange",https://fimgs.net/images/perfume/nd.2938.jpg,,,
312,vetiver,guerlain,False,,"bergamot, tobacco, lemon, nutmeg, neroli, coriander, mandarin orange, vetiver, pepper, carnation, sage, orris root, sandalwood, oakmoss, leather, myrrh, civet, tonka bean, amber",https://fimgs.net/images/perfume/nd.69.jpg,,,
313,l-interdit-eau-de-parfum-rouge,givenchy,False,,"ginger, blood orange, tuberose, jasmine, pimento leaf, sandalwood, patchouli, vetiver",https://fimgs.net/images/perfume/nd.68404.jpg,,,
314,legend-spirit,montblanc,False,,"grapefruit, bergamot, pink pepper, water notes, lavender, cardamom, white musk, white woods, cashmere wood, oakmoss",https://fimgs.net/images/perfume/nd.33443.jpg,,,
315,blanche,byredo,False,,"aldehydes, rose, pink pepper, peony, violet, african orange flower, musk, woodsy notes, sandalwood",https://fimgs.net/images/perfume/nd.6686.jpg,,,
316,roberto-cavalli-eau-de-parfum,roberto-cavalli,False,,"pink pepper, african orange flower, vanille, benzoin, tonka bean",https://fimgs.net/images/perfume/nd.13675.jpg,,,
317,noir-pour-femme,tom-ford,False,,"ginger, bitter orange, mandarin orange, bergamot, kulfi, rose, orange blossom, jasmine, vanilla, amber, sandalwood, mastic or lentisque",https://fimgs.net/images/perfume/nd.30957.jpg,,,
318,aqua-allegoria-herba-fresca,guerlain,False,,"lemon, clover, mint, green tea, lily-of-the-valley, cyclamen",https://fimgs.net/images/perfume/nd.60.jpg,,,
319,gucci-eau-de-parfum-ii,gucci,False,,"black currant, red berries, cassia, bitter orange, mandarin orange, blackberry, peony, violet, freesia, jasmine, lily-of-the-valley, cedar, musk, heliotrope",https://fimgs.net/images/perfume/nd.685.jpg,,,
320,black-xs,paco-rabanne,False,,"lemon, sage, praline, cinnamon, tolu balsam, black cardamom, brazilian rosewood, patchouli, black amber",https://fimgs.net/images/perfume/nd.514.jpg,,,
321,millesime-imperial,creed,False,,"sea salt, fruity notes, sicilian lemon, bergamot, iris, mandarin orange, sea notes, musk, woody notes",https://fimgs.net/images/perfume/nd.466.jpg,,,
322,hawas-for-him,rasasi,False,,"apple, bergamot, lemon, cinnamon, watery notes, plum, cardamon, orange blossom, ambergris, musk, patchouli, driftwood",https://fimgs.net/images/perfume/nd.46890.jpg,,,
323,baiser-vole,cartier,False,,"lily, citruses, green lily, green notes",https://fimgs.net/images/perfume/nd.12878.jpg,,,
324,declaration,cartier,False,,"bitter orange, caraway, birch, bergamot, coriander, mandarin orange, neroli, artemisia, guatemalan cardamom, pepper, ginger, iris, juniper, cinnamon, orris root, jasmine, tahitian vetiver, tea, cedar, leather, oakmoss, amber",https://fimgs.net/images/perfume/nd.307.jpg,,,
325,terracotta-le-parfum,guerlain,False,,"tiare flower, coconut, bergamot, jasmine, ylang-ylang, orange blossom, vanilla, musk",https://fimgs.net/images/perfume/nd.24785.jpg,,,
326,curious,britney-spears,False,,"magnolia, pear, lotus, jasmine, tuberose, cyclamen, musk, vanilla, white woods, sandalwood",https://fimgs.net/images/perfume/nd.141.jpg,,,
327,polo,ralph-lauren,False,,"juniper berries, basil, artemisia, caraway, coriander, bergamot, pine tree needles, leather, chamomile, pepper, carnation, geranium, jasmine, rose, tobacco, oakmoss, patchouli, cedar, vetiver, musk, amber",https://fimgs.net/images/perfume/nd.890.jpg,,,
328,chanel-no-5-eau-de-toilette,chanel,False,,"aldehydes, ylang-ylang, neroli, amalfi lemon, bergamot, iris, jasmine, rose, orris root, lily-of-the-valley, civetta, musk, sandalwood, oak moss, vetiver, amber, vanille, patchouli",https://fimgs.net/images/perfume/nd.10856.jpg,,,
329,gucci-guilty-absolute,gucci,False,,"leather, cypress, patchouli, woody notes, vetiver",https://fimgs.net/images/perfume/nd.43040.jpg,,,
330,paris,yves-saint-laurent,False,,"rose, mimosa, hiacynth, geranium, green notes, nasturtium, orange blossom, hawthorn, cassia, bergamot, violet, lily, lime blossom, ylang-ylang, lily-of-the-valley, jasmine, orris root, iris, musk, heliotrope, sandalwood, oakmoss, amber, cedar",https://fimgs.net/images/perfume/nd.94.jpg,,,
331,ch-men,carolina-herrera,False,,"grass, bergamot, grapefruit, woodsy notes, nutmeg, violet, saffron, jasmine, sugar, leather, vanilla, suede, amber, cashmirwood, sandalwood, oakmoss, vetiver",https://fimgs.net/images/perfume/nd.6759.jpg,,,
332,soir-de-lune,sisley,False,,"coriander, pepper oil, nutmeg, bergamot, lemon, mandarin orange, may rose, mimosa, iris, jasmine, lily-of-the-valley, peach, honey, oakmoss, patchouli, musk, sandalwood",https://fimgs.net/images/perfume/nd.605.jpg,,,
333,encre-noire-sport,lalique,False,,"grapefruit, bergamot, nutmeg, cypress, watery notes, lavender, bourbon vetiver, haitian vetiver, cashmere wood, musk",https://fimgs.net/images/perfume/nd.21369.jpg,,,
334,angel-nova,mugler,False,,"raspberry, litchi, damask rose, akigalawood, benzoin",https://fimgs.net/images/perfume/nd.61519.jpg,,,
335,vanilla-28,kayali-fragrances,False,,"vanilla orchid, jasmine, brown sugar, tonka bean, amber, amberwood, musk, patchouli",https://fimgs.net/images/perfume/nd.52616.jpg,,,
336,chance-eau-de-parfum,chanel,False,,"pink pepper, jasmine, iris, patchouli, musk, vanilla",https://fimgs.net/images/perfume/nd.31351.jpg,,,
337,beauty,calvin-klein,False,,"ambrette (musk mallow), jasmine, virginia cedar",https://fimgs.net/images/perfume/nd.8840.jpg,,,
338,chanel-no-19-poudre,chanel,False,,"galbanum, neroli, mandarin orange, iris, jasmine, vetiver, musk, tonka bean",https://fimgs.net/images/perfume/nd.12424.jpg,,,
339,ultraviolet,paco-rabanne,False,,"pepper, orange pepper, pimento, apricot, coriander, fresh almond, brazilian rosewood, violet, japanese osmanthus, rose, jasmine, vanilla, amber, patchouli, cedar",https://fimgs.net/images/perfume/nd.519.jpg,,,
340,1-million-lucky,paco-rabanne,False,,"plum, ozonic notes, grapefruit, bergamot, hazelnut, honey, cedar, cashmere wood, orange blossom, jasmine, amberwood, patchouli, oakmoss, vetiver",https://fimgs.net/images/perfume/nd.48903.jpg,,,
341,wish,chopard,False,,"coconut, strawberry, gooseberry, black locust, pear, black currant, brazilian rosewood, honeysuckle, yuzu, orange blossom, honey, milk, orchid, heliotrope, violet, osmanthus, magnolia, jasmine, lily-of-the-valley, caramel, vanilla, patchouli, toffee, incense, sandalwood, amber, tonka bean",https://fimgs.net/images/perfume/nd.353.jpg,,,
342,eau-sauvage,dior,False,,"lemon, bergamot, basil, rosemary, caraway, fruity notes, jasmine, coriander, carnation, patchouli, orris root, sandalwood, rose, lavender, hedione, oakmoss, vetiver, musk, amber",https://fimgs.net/images/perfume/nd.231.jpg,,,
343,eternity-for-men,calvin-klein,False,,"lavender, lemon, bergamot, mandarin orange, sage, juniper berries, basil, geranium, jasmine, coriander, orange blossom, lily-of-the-valley, lily, sandalwood, musk, vetiver, brazilian rosewood, amber",https://fimgs.net/images/perfume/nd.258.jpg,,,
344,bonbon,viktor-rolf,False,,"peach, mandarin orange, orange, caramel, orange blossom, jasmine, amber, sandalwood, guaiac wood, cedar",https://fimgs.net/images/perfume/nd.23317.jpg,,,
345,polo-blue,ralph-lauren,False,,"cucumber, melon, mandarin orange, basil, sage, geranium, suede, woodsy notes, musk",https://fimgs.net/images/perfume/nd.1198.jpg,,,
346,212,carolina-herrera,False,,"orange blossom, cactus flower, bergamot, mandarin orange, lily, freesia, gardenia, jasmine, lily-of-the-valley, white camelia, rose, peony, musk, sandalwood",https://fimgs.net/images/perfume/nd.296.jpg,,,
347,feminite-du-bois,serge-lutens,False,,"virginia cedar, plum, cinnamon, peach, clove, ginger, violet, ylang-ylang, rose, african orange flower, sandalwood, benzoin, musk, vanilla",https://fimgs.net/images/perfume/nd.5749.jpg,,,
348,girl-of-now,elie-saab,False,,"pistachio, pear, mandarin orange, almond, orange blossom, magnolia, almond milk, tonka bean, cashmeran, patchouli",https://fimgs.net/images/perfume/nd.45686.jpg,,,
349,asad,lattafa-perfumes,False,,"black pepper, tobacco, pineapple, patchouli, coffee, iris, vanilla, amber, dry wood, benzoin, labdanum",https://fimgs.net/images/perfume/nd.72821.jpg,,,
350,the-only-one,dolce-gabbana,False,,"violet, orange, bergamot, coffee, pear, iris, orange blossom, rose, caramel, vanilla, patchouli",https://fimgs.net/images/perfume/nd.51249.jpg,,,
351,oud-for-greatness,initio-parfums-prives,False,,"saffron, nutmeg, lavender, agarwood (oud), patchouli, musk",https://fimgs.net/images/perfume/nd.53641.jpg,,,
352,gentleman-eau-de-parfum-reserve-privee,givenchy,False,,"bergamot, iris, chestnut, whiskey, woodsy notes, amber",https://fimgs.net/images/perfume/nd.71272.jpg,,,
353,valentino-uomo,valentino,False,,"bergamot, myrtle, hazelnut, chocolate, roasted coffee beans, leather, cedar",https://fimgs.net/images/perfume/nd.19558.jpg,,,
354,ck-be,calvin-klein,False,,"lavender, green notes, bergamot, mint, juniper, mandarin orange, green grass, peach, jasmine, freesia, magnolia, orchid, musk, sandalwood, cedar, vanilla, amber, opoponax",https://fimgs.net/images/perfume/nd.275.jpg,,,
355,l-heure-bleue-eau-de-parfum,guerlain,False,,"anise, neroli, coriander, bergamot, lemon, heliotrope, carnation, violet, cloves, ylang-ylang, bulgarian rose, jasmine, orchid, tuberose, iris, vanilla, benzoin, sandalwood, tonka bean, musk, vetiver",https://fimgs.net/images/perfume/nd.208.jpg,,,
356,glow,jennifer-lopez,False,,"neroli, orange blossom, grapefruit, jasmine, rose, tuberose, musk, sandalwood, orris root, amber, vanilla",https://fimgs.net/images/perfume/nd.869.jpg,,,
357,212-vip,carolina-herrera,False,,"rum, passionfruit, gardenia, musk, vanille, tonka bean",https://fimgs.net/images/perfume/nd.10126.jpg,,,
358,youth-dew,estee-lauder,False,,"spices, aldehydes, narcissus, lavender, orange, peach, coca-cola, bergamot, spicy notes, cloves, cinnamon, rose, ylang-ylang, jasmine, lily-of-the-valley, cassia, orchid, incense, tolu balsam, peru balsam, oakmoss, patchouli, amber, vetiver, vanilla, musk",https://fimgs.net/images/perfume/nd.555.jpg,,,
359,jour-d-hermes,hermes,False,,"grapefruit, lemon, watery notes, white flowers, gardenia, green notes, sweet pea, musk, woody notes",https://fimgs.net/images/perfume/nd.17076.jpg,,,
360,fleur-narcotique,ex-nihilo,False,,"litchi, bergamot, peach, peony, orange blossom, jasmine, petalia, musk, moss, woody notes",https://fimgs.net/images/perfume/nd.27571.jpg,,,
361,antaeus,chanel,False,,"myrhh, clary sage, coriander, bergamot, lime, amalfi lemon, rose, thyme, basil, jasmine, castoreum, oakmoss, patchouli, french labdanum",https://fimgs.net/images/perfume/nd.616.jpg,,,
362,magie-noire,lancome,False,,"galbanum, cassis, cassia, hiacynth, bulgarian rose, raspberry, bergamot, honey, narcissus, cedar, orris root, ylang-ylang, tuberose, jasmine, lily-of-the-valley, oakmoss, spices, civet, patchouli, incense, myrrh, amber, sandalwood, vetiver, musk",https://fimgs.net/images/perfume/nd.174.jpg,,,
363,sunshine-woman,amouage,False,,"almond, black currant, artemisia, osmanthus, vanilla, magnolia, jasmine, white tobacco, papyrus, juniper, patchouli",https://fimgs.net/images/perfume/nd.28182.jpg,,,
364,roses-vanille,mancera,False,,"italian lemon, turkish rose, vanilla, white musk, cedar",https://fimgs.net/images/perfume/nd.15210.jpg,,,
365,l-homme-ideal,guerlain,False,,"citruses, orange blossom, rosemary, bitter orange, almond, tonka bean, leather, cedar, vetiver",https://fimgs.net/images/perfume/nd.25780.jpg,,,
366,sunflowers,elizabeth-arden,False,,"melon, peach, orange blossom, lemon, mandarin orange, bergamot, brazilian rosewood, cyclamen, osmanthus, rose, jasmine, orris root, sandalwood, musk, amber, oakmoss, cedar",https://fimgs.net/images/perfume/nd.1701.jpg,,,
367,mitsouko-eau-de-toilette,guerlain,False,,"bergamot, rose, jasmine, citruses, peach, ylang-ylang, lilac, oakmoss, spices, vetiver, cinnamon, amber",https://fimgs.net/images/perfume/nd.207.jpg,,,
368,flora-by-gucci-eau-de-toilette,gucci,False,,"peony, citruses, mandarin orange, osmanthus, rose, sandalwood, pink pepper, patchouli",https://fimgs.net/images/perfume/nd.5226.jpg,,,
369,romance,ralph-lauren,False,,"rose, chamomile, ginger, lemon, yellow freesia, lily, lotus, white violet, carnation, white musk, oakmoss, exotic woods, patchouli",https://fimgs.net/images/perfume/nd.825.jpg,,,
370,chanel-n019,chanel,False,,"galbanum, hiacynth, bergamot, neroli, iris, orris root, rose, lily-of-the-valley, narcissus, jasmine, ylang-ylang, oakmoss, vetiver, leather, cedar, musk, sandalwood",https://fimgs.net/images/perfume/nd.11.jpg,,,
371,lazy-sunday-morning,maison-martin-margiela,False,,"aldehydes, lily-of-the-valley, pear, rose, iris, orange blossom, white musk, ambrette (musk mallow), indonesian patchouli leaf",https://fimgs.net/images/perfume/nd.20542.jpg,,,
372,ralph,ralph-lauren,False,,"apple leaf, italian mandarin, japanese osmanthus, yellow freesia, magnolia, boronia, musk, white iris",https://fimgs.net/images/perfume/nd.826.jpg,,,
373,in-red,armand-basi,False,,"bergamot, ginger, mandarin orange, cardamom, lily, jasmine, violet leaf, pink pepper, rose, peony, black currant, woody notes, oakmoss, white musk, palisander rosewood, amber, vanilla, praline",https://fimgs.net/images/perfume/nd.128.jpg,,,
374,dreamer-the-original-edition,versace,False,,"lavender, sage, mandarin orange, tobacco, rose, carnation, geranium, tonka bean, fir, vetiver, cedar",https://fimgs.net/images/perfume/nd.642.jpg,,,
375,white-patchouli,tom-ford,False,,"white flowers, coriander, peony, bergamot, ambrette (musk mallow), rose, jasmine, patchouli, woody notes, incense",https://fimgs.net/images/perfume/nd.3797.jpg,,,
376,eau-du-soir,sisley,False,,"grapefruit, mandarin orange, oak moss, juniper, patchouli, pepper, iris, carnation, syringa, rose, french labdanum, jasmine, lily-of-the-valley, ylang-ylang, musk, amber",https://fimgs.net/images/perfume/nd.1002.jpg,,,
377,luna-rossa-black,prada,False,,"bergamot, angelica, patchouli, coumarin, amber, musk",https://fimgs.net/images/perfume/nd.48682.jpg,,,
378,zen,shiseido,False,,"grapefruit, pineapple, bergamot, orange, rose, freesia, red apple, lotus, hyacinth, gardenia, lily-of-the-valley, violet, orris, patchouli, cedar, musk, amber, incense, pine",https://fimgs.net/images/perfume/nd.1499.jpg,,,
379,very-good-girl,carolina-herrera,False,,"litchi, red currant, rose, vanilla, vetiver",https://fimgs.net/images/perfume/nd.65560.jpg,,,
380,comme-une-evidence,yves-rocher,False,,"rhubarb, violet leaf, lily-of-the-valley, rose, oakmoss, patchouli, musk",https://fimgs.net/images/perfume/nd.2167.jpg,,,
381,belle-d-opium,yves-saint-laurent,False,,"casablanca lily, gardenia, jasmine, mandarin orange, incense, fruity notes, white pepper, tobacco, peach, rose, sandalwood, patchouli, amber, vanilla",https://fimgs.net/images/perfume/nd.9394.jpg,,,
